Date,WindPower,Wind speed | (m/s),Wind direction | (deg),Pressure | (atm),Air temperature | ('C)
2020/1/1 0:00,1766.64,9.926,128,1.00048,18.263
2020/1/1 1:00,1433.83,9.273,135,0.99979,18.363
2020/1/1 2:00,1167.23,8.66,142,0.999592,18.663
2020/1/1 3:00,1524.59,9.461,148,0.998309,18.763
2020/1/1 4:00,1384.28,9.184,150,0.998507,18.963
2020/1/1 5:00,1293.93,8.996,149,0.998507,19.063
2020/1/1 6:00,1301.63,9.016,151,0.998211,19.113
2020/1/1 7:00,1308.13,9.036,154,0.997815,19.163
2020/1/1 8:00,792.081,7.612,154,1.00028,19.363
2020/1/1 9:00,399.537,6.129,162,1.00295,19.963
2020/1/1 10:00,362.988,5.961,152,1.00048,20.763
2020/1/1 11:00,951.359,8.117,141,1.00068,21.063
2020/1/1 12:00,1549.75,9.54,141,0.996926,21.063
2020/1/1 13:00,1835.22,10.094,136,1.00028,20.763
2020/1/1 14:00,1208.37,8.789,137,0.998801,20.663
2020/1/1 15:00,686.154,7.286,126,0.999986,20.663
2020/1/1 16:00,624.105,7.088,122,0.999591,20.563
2020/1/1 17:00,678.936,7.266,121,0.997715,20.363
2020/1/1 18:00,1187.51,8.739,116,0.996334,20.363
2020/1/1 19:00,1881.72,10.212,126,0.994952,20.363
2020/1/1 20:00,1685.91,9.797,132,0.998406,20.363
2020/1/1 21:00,1188.7,8.729,149,1.00048,20.263
2020/1/1 22:00,939.228,8.087,155,0.99821,20.263
2020/1/1 23:00,772.632,7.563,160,0.998703,20.263
2020/1/2 0:00,1006.16,8.265,157,0.996432,20.163
2020/1/2 1:00,1150.85,8.631,157,0.998999,19.863
2020/1/2 2:00,1116.59,8.542,167,0.998802,19.663
2020/1/2 3:00,647.342,7.158,176,0.997914,19.563
2020/1/2 4:00,528.178,6.693,174,0.994952,19.463
2020/1/2 5:00,602.899,7.009,175,0.996335,19.263
2020/1/2 6:00,591.48,6.96,162,0.996433,19.513
2020/1/2 7:00,578.963,6.91,177,0.996432,19.763
2020/1/2 8:00,387.965,6.09,177,0.995643,19.763
2020/1/2 9:00,596.94,6.99,173,0.996926,20.263
2020/1/2 10:00,501.324,6.584,175,0.997518,21.063
2020/1/2 11:00,184.65,4.884,166,1.00048,22.263
2020/1/2 12:00,185.902,4.904,135,0.995937,22.663
2020/1/2 13:00,544.988,6.782,120,0.994655,21.563
2020/1/2 14:00,993.34,8.245,126,0.993964,20.863
2020/1/2 15:00,1454.04,9.352,132,0.996432,21.063
2020/1/2 16:00,2090.64,10.697,140,0.994457,21.463
2020/1/2 17:00,2586.1,11.992,142,0.994457,21.163
2020/1/2 18:00,2378.47,11.399,145,0.99426,20.713
2020/1/2 19:00,2145.09,10.806,153,0.994162,20.263
2020/1/2 20:00,2294.79,11.142,150,0.996432,19.763
2020/1/2 21:00,2085.15,10.657,155,0.996334,19.863
2020/1/2 22:00,2067.89,10.628,158,0.99436,19.963
2020/1/2 23:00,1918.02,10.291,162,0.994853,19.963
2020/1/3 0:00,1796.63,10.025,160,0.994458,19.863
2020/1/3 1:00,1513.84,9.461,162,0.995347,19.863
2020/1/3 2:00,1508.79,9.451,165,0.994952,19.863
2020/1/3 3:00,2028.06,10.539,166,0.993866,19.863
2020/1/3 4:00,1857.71,10.163,168,0.991793,19.863
2020/1/3 5:00,1907.65,10.272,167,0.99209,19.663
2020/1/3 6:00,1955.66,10.38,162,0.992386,19.813
2020/1/3 7:00,2004.11,10.489,167,0.992781,19.963
2020/1/3 8:00,1680.99,9.797,163,0.994754,20.163
2020/1/3 9:00,1756.95,9.965,167,0.992187,20.963
2020/1/3 10:00,1726.52,9.916,156,0.990805,21.563
2020/1/3 11:00,2047.12,10.608,150,0.993272,21.863
2020/1/3 12:00,2248.96,11.063,145,0.993568,21.763
2020/1/3 13:00,2528.86,11.844,142,0.992779,21.763
2020/1/3 14:00,2764.96,12.753,141,0.990015,21.563
2020/1/3 15:00,2941.47,13.89,143,0.988534,21.363
2020/1/3 16:00,2831.9,13.06,145,0.987744,21.263
2020/1/3 17:00,2664.46,12.298,148,0.988239,20.863
2020/1/3 18:00,2642.42,12.19,150,0.989522,20.613
2020/1/3 19:00,2616.17,12.081,151,0.990806,20.363
2020/1/3 20:00,2595.34,12.022,147,0.990707,20.163
2020/1/3 21:00,2728.06,12.555,149,0.992484,20.063
2020/1/3 22:00,2825.07,13,153,0.990707,20.163
2020/1/3 23:00,2857.35,13.168,152,0.990016,20.163
2020/1/4 0:00,2805.3,12.921,156,0.988436,20.163
2020/1/4 1:00,2671.64,12.308,159,0.991595,20.263
2020/1/4 2:00,2713.9,12.506,166,0.990016,20.363
2020/1/4 3:00,2817.75,12.981,166,0.988535,20.463
2020/1/4 4:00,2788.04,12.852,167,0.987449,20.463
2020/1/4 5:00,2711.18,12.506,170,0.98814,20.563
2020/1/4 6:00,2492.39,11.745,172,0.987943,20.813
2020/1/4 7:00,2213.25,10.993,172,0.987744,21.063
2020/1/4 8:00,1761.58,9.985,172,0.990311,21.363
2020/1/4 9:00,1570.07,9.609,173,0.990015,21.663
2020/1/4 10:00,1198.44,8.799,157,0.990212,21.863
2020/1/4 11:00,1024.2,8.344,149,0.991101,21.763
2020/1/4 12:00,1646.62,9.768,140,0.988238,21.763
2020/1/4 13:00,1641.59,9.758,139,0.98804,21.563
2020/1/4 14:00,1523.3,9.53,140,0.986362,21.863
2020/1/4 15:00,1776.68,10.034,136,0.985968,21.663
2020/1/4 16:00,2036.19,10.608,136,0.984488,21.163
2020/1/4 17:00,2288.37,11.171,142,0.986561,20.563
2020/1/4 18:00,1762.46,9.995,150,0.986856,21.063
2020/1/4 19:00,1202.84,8.818,155,0.987152,21.563
2020/1/4 20:00,461.536,6.426,159,0.992483,21.363
2020/1/4 21:00,530.497,6.723,165,0.991792,21.163
2020/1/4 22:00,300.86,5.615,166,0.992286,20.863
2020/1/4 23:00,58.2514,3.747,171,0.991793,20.563
2020/1/5 0:00,0,2.491,156,0.991694,20.263
2020/1/5 1:00,0,0.484,95,0.994162,19.963
2020/1/5 2:00,906.708,7.988,5,0.992486,18.263
2020/1/5 3:00,2920.86,13.584,20,0.99318,13.863
2020/1/5 4:00,2805.53,12.822,19,0.993475,14.863
2020/1/5 5:00,2632.4,12.031,19,0.994858,13.963
2020/1/5 6:00,2344.17,11.201,10,0.994267,12.913
2020/1/5 7:00,1995.81,10.371,5,0.993675,11.863
2020/1/5 8:00,2677.41,12.19,3,0.997031,11.663
2020/1/5 9:00,2581.64,11.834,10,0.998611,11.763
2020/1/5 10:00,2119.17,10.638,12,0.996933,12.163
2020/1/5 11:00,1639.65,9.619,12,0.999301,12.763
2020/1/5 12:00,1955.95,10.282,15,0.998609,13.263
2020/1/5 13:00,1299.54,8.947,15,0.999696,13.263
2020/1/5 14:00,948.183,8.047,12,0.998609,13.563
2020/1/5 15:00,1069.99,8.364,14,0.999004,13.963
2020/1/5 16:00,1135.09,8.532,12,0.999695,14.163
2020/1/5 17:00,1567.55,9.491,13,0.999794,14.163
2020/1/5 18:00,1567.48,9.471,10,1.00128,12.813
2020/1/5 19:00,1572.38,9.461,8,1.00276,11.463
2020/1/5 20:00,2344.62,11.132,8,1.00453,10.463
2020/1/5 21:00,2822.17,12.783,14,1.00197,9.563
2020/1/5 22:00,2790.85,12.625,16,1.00385,8.963
2020/1/5 23:00,2909.83,13.356,19,1.00523,8.563
2020/1/6 0:00,2779.36,12.555,20,1.00631,8.363
2020/1/6 1:00,2794.97,12.615,16,1.00701,7.963
2020/1/6 2:00,2634.56,11.903,14,1.00681,7.563
2020/1/6 3:00,2736.64,12.348,12,1.00691,7.263
2020/1/6 4:00,2727.68,12.298,13,1.00878,7.063
2020/1/6 5:00,2569.42,11.695,14,1.00809,7.063
2020/1/6 6:00,2610.23,11.814,6,1.0071,7.013
2020/1/6 7:00,2642.68,11.933,11,1.00612,6.963
2020/1/6 8:00,2304.8,10.964,17,1.0077,6.963
2020/1/6 9:00,2418.76,11.28,17,1.00799,7.163
2020/1/6 10:00,2010.77,10.291,17,1.01066,7.363
2020/1/6 11:00,2087.45,10.46,18,1.01086,7.563
2020/1/6 12:00,1253.03,8.739,26,1.01046,7.763
2020/1/6 13:00,1368.51,9.006,25,1.00918,7.963
2020/1/6 14:00,1215.92,8.65,19,1.00987,8.363
2020/1/6 15:00,1088.84,8.334,24,1.00858,8.663
2020/1/6 16:00,1235.92,8.71,25,1.00858,8.863
2020/1/6 17:00,1185.46,8.581,26,1.00839,8.763
2020/1/6 18:00,1214.14,8.64,26,1.00947,7.513
2020/1/6 19:00,1243.95,8.7,16,1.01056,6.263
2020/1/6 20:00,1300.76,8.838,8,1.01214,6.063
2020/1/6 21:00,1551.07,9.333,3,1.00948,5.563
2020/1/6 22:00,1821.1,9.856,14,1.00898,5.363
2020/1/6 23:00,1308.92,8.858,18,1.01204,5.963
2020/1/7 0:00,1013.86,8.107,13,1.01165,6.063
2020/1/7 1:00,712.767,7.217,8,1.01155,5.963
2020/1/7 2:00,810.706,7.523,359,1.01076,5.663
2020/1/7 3:00,1077.22,8.265,353,1.00997,5.063
2020/1/7 4:00,1828.88,9.856,351,1.01027,4.363
2020/1/7 5:00,1301.75,8.828,353,1.00928,4.163
2020/1/7 6:00,1055.49,8.206,357,1.01007,4.713
2020/1/7 7:00,830.994,7.583,358,1.01086,5.263
2020/1/7 8:00,586.206,6.792,359,1.01165,5.663
2020/1/7 9:00,500.897,6.446,350,1.00829,6.163
2020/1/7 10:00,707.833,7.217,348,1.00809,6.663
2020/1/7 11:00,484.807,6.386,349,1.00967,7.563
2020/1/7 12:00,472.799,6.347,348,1.00701,8.363
2020/1/7 13:00,325.958,5.655,352,1.00809,9.263
2020/1/7 14:00,277.875,5.388,353,1.00602,10.063
2020/1/7 15:00,328.748,5.685,5,1.00562,10.663
2020/1/7 16:00,401.301,6.07,11,1.00493,11.263
2020/1/7 17:00,347.579,5.803,12,1.00374,11.563
2020/1/7 18:00,262.25,5.309,360,1.00256,10.813
2020/1/7 19:00,184.726,4.815,3,1.00138,10.063
2020/1/7 20:00,321.099,5.645,355,1.00276,10.363
2020/1/7 21:00,297.925,5.516,351,1.00078,10.563
2020/1/7 22:00,0,2.788,340,1.00256,10.863
2020/1/7 23:00,0,2.116,273,1.00187,11.963
2020/1/8 0:00,0,2.897,284,1.00098,12.063
2020/1/8 1:00,0,2.402,272,1.00197,11.963
2020/1/8 2:00,35.4999,3.421,287,1.00088,11.963
2020/1/8 3:00,529.513,6.624,303,0.998414,10.763
2020/1/8 4:00,459.565,6.327,316,0.997822,10.763
2020/1/8 5:00,348.471,5.813,314,0.998514,10.663
2020/1/8 6:00,242.999,5.2,309,0.998514,9.963
2020/1/8 7:00,156.77,4.587,324,0.998515,9.263
2020/1/8 8:00,21.523,3.243,345,0.999896,9.463
2020/1/8 9:00,1.82121,3.005,340,0.999205,9.863
2020/1/8 10:00,0,2.946,330,1.00108,10.563
2020/1/8 11:00,0,1.7,266,1.00098,12.663
2020/1/8 12:00,28.3227,3.342,283,0.999596,13.763
2020/1/8 13:00,44.1369,3.539,272,0.999102,14.563
2020/1/8 14:00,12.3147,3.154,273,0.998016,15.363
2020/1/8 15:00,0,2.491,276,0.997423,15.963
2020/1/8 16:00,0,2.521,305,0.997522,16.263
2020/1/8 17:00,0,2.847,328,0.995942,16.363
2020/1/8 18:00,0,1.661,356,0.996536,14.213
2020/1/8 19:00,0,0.465,25,0.99713,12.063
2020/1/8 20:00,0,0.672,310,0.998808,12.663
2020/1/8 21:00,0,1.176,296,0.998018,12.763
2020/1/8 22:00,0,1.295,261,0.998512,12.663
2020/1/8 23:00,0,2.017,257,1.00049,12.663
2020/1/9 0:00,0,2.392,298,1.00078,12.263
2020/1/9 1:00,0,2.916,308,1.00137,11.963
2020/1/9 2:00,0,2.837,313,0.999796,11.963
2020/1/9 3:00,0,2.907,312,1.00029,12.063
2020/1/9 4:00,142.129,4.478,338,1.00068,11.863
2020/1/9 5:00,863.103,7.751,354,0.999798,9.563
2020/1/9 6:00,1146.89,8.522,5,1.00059,10.363
2020/1/9 7:00,1490.88,9.303,11,1.00128,11.163
2020/1/9 8:00,1723.62,9.758,10,1.00138,11.163
2020/1/9 9:00,728.148,7.336,2,1.00108,11.163
2020/1/9 10:00,752.153,7.405,7,1.00542,11.563
2020/1/9 11:00,383.25,6.001,9,1.00503,12.363
2020/1/9 12:00,1123.25,8.482,11,1.00414,13.463
2020/1/9 13:00,2286.52,11.023,19,1.00374,14.363
2020/1/9 14:00,2279.84,11.013,29,1.00275,14.763
2020/1/9 15:00,1616.58,9.59,27,1.00196,15.063
2020/1/9 16:00,1673.5,9.708,22,1.00038,15.163
2020/1/9 17:00,1135.89,8.542,13,1.00108,15.163
2020/1/9 18:00,1128.15,8.522,12,1.00068,15.313
2020/1/9 19:00,1123.13,8.512,3,1.00038,15.463
2020/1/9 20:00,1270.59,8.868,5,1.00503,14.363
2020/1/9 21:00,1456.34,9.253,6,1.00295,13.263
2020/1/9 22:00,1603.41,9.52,12,1.0068,12.463
2020/1/9 23:00,1930.5,10.173,16,1.00878,11.763
2020/1/10 0:00,2055.46,10.45,25,1.0069,11.163
2020/1/10 1:00,2002.03,10.321,25,1.00868,10.863
2020/1/10 2:00,1653.71,9.599,27,1.00651,10.663
2020/1/10 3:00,1136.65,8.482,20,1.00533,10.363
2020/1/10 4:00,926.523,7.939,19,1.00562,9.963
2020/1/10 5:00,570.258,6.772,9,1.00454,9.363
2020/1/10 6:00,719.702,7.286,4,1.00513,9.463
2020/1/10 7:00,879.966,7.79,9,1.00572,9.563
2020/1/10 8:00,960.808,8.018,14,1.00789,9.663
2020/1/10 9:00,467.165,6.337,9,1.0072,10.263
2020/1/10 10:00,599.984,6.901,14,1.00809,10.763
2020/1/10 11:00,636.928,7.029,28,1.01065,11.563
2020/1/10 12:00,499.541,6.485,37,1.00809,11.963
2020/1/10 13:00,555.695,6.723,41,1.00888,12.063
2020/1/10 14:00,737.257,7.355,42,1.0072,11.863
2020/1/10 15:00,683.936,7.187,48,1.00661,11.663
2020/1/10 16:00,474.059,6.377,47,1.00602,11.463
2020/1/10 17:00,218.029,5.052,43,1.00552,11.463
2020/1/10 18:00,156.597,4.587,37,1.00572,11.563
2020/1/10 19:00,98.508,4.113,35,1.00602,11.663
2020/1/10 20:00,297.617,5.507,39,1.00898,11.763
2020/1/10 21:00,379.566,5.981,45,1.00582,11.963
2020/1/10 22:00,270.827,5.358,47,1.00789,12.263
2020/1/10 23:00,207.414,4.993,59,1.00858,12.463
2020/1/11 0:00,193.849,4.894,68,1.00809,12.763
2020/1/11 1:00,115.987,4.261,62,1.0072,13.063
2020/1/11 2:00,283.191,5.437,60,1.0067,13.163
2020/1/11 3:00,235.309,5.161,69,1.0072,13.263
2020/1/11 4:00,196.496,4.923,75,1.00601,13.463
2020/1/11 5:00,224.389,5.101,78,1.00572,13.463
2020/1/11 6:00,79.4044,3.954,92,1.00562,12.913
2020/1/11 7:00,0,2.808,95,1.00542,12.363
2020/1/11 8:00,0,2.056,73,1.00749,12.963
2020/1/11 9:00,0,1.73,48,1.00631,13.163
2020/1/11 10:00,0,2.926,105,1.00769,14.063
2020/1/11 11:00,161.139,4.637,110,1.00818,14.663
2020/1/11 12:00,370.376,5.951,107,1.0072,14.963
2020/1/11 13:00,474.554,6.406,106,1.00591,14.963
2020/1/11 14:00,544.334,6.703,101,1.00542,14.963
2020/1/11 15:00,730.613,7.365,103,1.00631,14.863
2020/1/11 16:00,697.745,7.266,104,1.00384,14.963
2020/1/11 17:00,565.787,6.802,109,1.00285,15.063
2020/1/11 18:00,493.046,6.495,108,1.00305,15.513
2020/1/11 19:00,420.559,6.189,109,1.00315,15.963
2020/1/11 20:00,325.773,5.704,108,1.00542,16.063
2020/1/11 21:00,404.167,6.12,110,1.00374,16.263
2020/1/11 22:00,566.392,6.812,109,1.00335,16.363
2020/1/11 23:00,501.455,6.535,108,1.00522,16.463
2020/1/12 0:00,587.256,6.901,109,1.00591,16.663
2020/1/12 1:00,333.632,5.754,108,1.00581,16.963
2020/1/12 2:00,262.865,5.348,108,1.00473,17.163
2020/1/12 3:00,369.212,5.971,120,1.00236,17.463
2020/1/12 4:00,571.926,6.851,122,1.00147,17.563
2020/1/12 5:00,479.535,6.456,119,1.00167,17.463
2020/1/12 6:00,423.466,6.209,131,1.00206,16.713
2020/1/12 7:00,371.023,5.971,136,1.00246,15.963
2020/1/12 8:00,217.338,5.081,140,1.00285,16.163
2020/1/12 9:00,88.0876,4.053,133,1.00423,16.363
2020/1/12 10:00,240.717,5.22,127,1.00453,17.163
2020/1/12 11:00,491.672,6.505,134,1.00453,18.063
2020/1/12 12:00,320.807,5.694,121,1.00413,18.563
2020/1/12 13:00,617.082,7.039,105,1.00334,18.463
2020/1/12 14:00,846.337,7.771,105,1.00186,18.263
2020/1/12 15:00,1118.02,8.522,104,1.00176,18.063
2020/1/12 16:00,1064.37,8.383,107,1.00048,18.063
2020/1/12 17:00,689.486,7.276,114,0.999593,18.063
2020/1/12 18:00,818.923,7.691,118,1.00009,18.563
2020/1/12 19:00,957.506,8.117,122,1.00058,19.063
2020/1/12 20:00,460.355,6.377,132,1.00453,18.863
2020/1/12 21:00,287.819,5.507,133,1.00305,18.963
2020/1/12 22:00,86.4884,4.053,132,1.00285,19.063
2020/1/12 23:00,23.1212,3.292,127,1.00591,19.163
2020/1/13 0:00,179.168,4.815,124,1.00463,19.163
2020/1/13 1:00,434.418,6.268,114,1.00423,19.063
2020/1/13 2:00,536.086,6.703,118,1.00275,18.663
2020/1/13 3:00,584.466,6.91,121,1.00147,18.263
2020/1/13 4:00,556.887,6.792,123,1.00068,17.963
2020/1/13 5:00,425.069,6.228,126,1.00098,17.863
2020/1/13 6:00,259.175,5.339,116,1.00117,18.163
2020/1/13 7:00,133.355,4.439,133,1.00137,18.463
2020/1/13 8:00,46.5383,3.579,116,1.00364,18.463
2020/1/13 9:00,9.95954,3.134,124,1.00058,18.563
2020/1/13 10:00,0,1.957,95,1.00473,18.863
2020/1/13 11:00,0,1.849,169,1.0065,19.463
2020/1/13 12:00,0,1.671,138,1.00443,19.763
2020/1/13 13:00,0,1.77,104,1.00393,20.263
2020/1/13 14:00,15.2074,3.203,88,1.00176,20.163
2020/1/13 15:00,100.027,4.172,87,1.00137,19.963
2020/1/13 16:00,309.83,5.645,93,0.999493,19.663
2020/1/13 17:00,379.114,6.04,107,0.999987,19.063
2020/1/13 18:00,458.51,6.377,112,1.00097,18.913
2020/1/13 19:00,540.087,6.723,130,1.00196,18.763
2020/1/13 20:00,340.355,5.813,140,1.00236,18.963
2020/1/13 21:00,137.691,4.478,131,1.00157,19.163
2020/1/13 22:00,174.649,4.785,128,1.00078,19.363
2020/1/13 23:00,74.2789,3.925,138,1.00226,19.363
2020/1/14 0:00,140.316,4.498,152,1.00334,19.363
2020/1/14 1:00,54.1464,3.678,153,1.00206,19.363
2020/1/14 2:00,78.9233,3.984,154,1.00078,19.363
2020/1/14 3:00,216.875,5.101,156,1.00068,19.363
2020/1/14 4:00,242.49,5.25,148,0.999888,19.263
2020/1/14 5:00,208.451,5.052,142,0.999494,19.063
2020/1/14 6:00,315.552,5.675,134,0.999296,18.863
2020/1/14 7:00,438.978,6.297,146,0.999198,18.663
2020/1/14 8:00,384.795,6.06,163,0.999395,18.263
2020/1/14 9:00,227.342,5.161,171,0.998211,18.463
2020/1/14 10:00,257.947,5.339,161,0.999888,19.163
2020/1/14 11:00,248.842,5.289,151,1.00166,19.963
2020/1/14 12:00,405.792,6.169,139,0.997617,20.463
2020/1/14 13:00,523.139,6.673,123,0.996531,20.363
2020/1/14 14:00,977.204,8.186,117,0.995052,19.363
2020/1/14 15:00,1361.68,9.145,122,0.995446,18.463
2020/1/14 16:00,1305.84,9.026,126,0.995743,18.163
2020/1/14 17:00,1324.1,9.075,133,0.993374,18.263
2020/1/14 18:00,1170.73,8.68,120,0.994459,18.263
2020/1/14 19:00,1015.86,8.275,128,0.995446,18.263
2020/1/14 20:00,906.313,7.968,135,1.00088,18.663
2020/1/14 21:00,332.205,5.774,133,0.997619,18.763
2020/1/14 22:00,556.243,6.802,131,0.997321,18.763
2020/1/14 23:00,670.775,7.227,129,0.996928,18.563
2020/1/15 0:00,560.676,6.821,123,0.996533,18.363
2020/1/15 1:00,575.301,6.881,126,0.997421,18.363
2020/1/15 2:00,545.89,6.762,127,0.994657,18.463
2020/1/15 3:00,712.583,7.365,129,0.995545,18.663
2020/1/15 4:00,687.808,7.286,128,0.995052,18.763
2020/1/15 5:00,925.56,8.047,121,0.994953,18.863
2020/1/15 6:00,823.361,7.721,121,0.99367,18.463
2020/1/15 7:00,724.297,7.405,124,0.992387,18.063
2020/1/15 8:00,605.842,7.009,121,0.997619,18.063
2020/1/15 9:00,370.798,6.001,116,0.994361,18.163
2020/1/15 10:00,274.943,5.447,120,0.993867,18.663
2020/1/15 11:00,496.878,6.555,114,0.994657,18.963
2020/1/15 12:00,743.524,7.464,106,0.995545,18.763
2020/1/15 13:00,1295.53,9.006,95,0.993473,17.963
2020/1/15 14:00,1913.18,10.262,95,0.992683,17.763
2020/1/15 15:00,2156.91,10.815,100,0.990512,17.763
2020/1/15 16:00,2293.99,11.132,105,0.991696,17.763
2020/1/15 17:00,2198.1,10.914,114,0.989425,17.963
2020/1/15 18:00,2433.38,11.537,126,0.990609,18.263
2020/1/15 19:00,2641.61,12.15,131,0.991892,18.563
2020/1/15 20:00,2388.55,11.399,133,0.994756,18.663
2020/1/15 21:00,2105.66,10.707,134,0.991596,18.663
2020/1/15 22:00,2021.72,10.529,139,0.988932,18.763
2020/1/15 23:00,2192.54,10.895,145,0.994262,18.863
2020/1/16 0:00,2123.59,10.746,148,0.992978,18.963
2020/1/16 1:00,1857.39,10.153,151,0.991794,19.063
2020/1/16 2:00,2185.17,10.895,150,0.990412,19.063
2020/1/16 3:00,2272.29,11.092,157,0.990708,19.163
2020/1/16 4:00,2277.95,11.112,164,0.990016,19.263
2020/1/16 5:00,2427.54,11.547,159,0.987352,19.363
2020/1/16 6:00,2572.48,11.952,146,0.987549,19.013
2020/1/16 7:00,2686.44,12.368,148,0.987746,18.663
2020/1/16 8:00,2785.28,12.812,148,0.988832,18.863
2020/1/16 9:00,2410.8,11.498,157,0.988437,19.563
2020/1/16 10:00,2255.45,11.072,146,0.988042,19.863
2020/1/16 11:00,2889.88,13.435,144,0.989227,19.563
2020/1/16 12:00,2914.22,13.653,150,0.98666,19.863
2020/1/16 13:00,2017.71,10.549,155,0.986166,20.363
2020/1/16 14:00,1396.69,9.263,149,0.984489,19.663
2020/1/16 15:00,1384.52,9.234,150,0.984686,19.463
2020/1/16 16:00,1678.24,9.817,160,0.984686,19.663
2020/1/16 17:00,971.501,8.206,170,0.983107,19.563
2020/1/16 18:00,353.71,5.922,202,0.984588,18.313
2020/1/16 19:00,50.0916,3.638,178,0.986168,17.063
2020/1/16 20:00,387.448,6.09,156,0.984688,16.563
2020/1/16 21:00,288.504,5.526,218,0.987058,16.663
2020/1/16 22:00,98.0636,4.162,181,0.98607,16.863
2020/1/16 23:00,224.464,5.151,165,0.989525,17.063
2020/1/17 0:00,1044.25,8.364,150,0.986267,17.163
2020/1/17 1:00,980.818,8.206,158,0.983405,17.063
2020/1/17 2:00,529.964,6.703,169,0.985083,16.863
2020/1/17 3:00,266.32,5.398,188,0.987058,16.863
2020/1/17 4:00,282.949,5.497,199,0.986267,16.963
2020/1/17 5:00,551.136,6.792,206,0.985675,16.863
2020/1/17 6:00,482.819,6.505,225,0.984392,17.263
2020/1/17 7:00,417.081,6.228,206,0.983108,17.663
2020/1/17 8:00,1029.92,8.334,222,0.985379,17.663
2020/1/17 9:00,1079.27,8.482,253,0.983304,19.063
2020/1/17 10:00,1702.87,9.866,266,0.986561,19.963
2020/1/17 11:00,1508.05,9.491,280,0.983698,20.263
2020/1/17 12:00,1173.64,8.739,281,0.984882,20.563
2020/1/17 13:00,1210.38,8.838,279,0.985376,21.063
2020/1/17 14:00,937.715,8.136,285,0.98419,21.863
2020/1/17 15:00,651.789,7.227,288,0.98577,22.663
2020/1/17 16:00,536.822,6.782,285,0.984584,23.163
2020/1/17 17:00,354.787,5.961,288,0.984091,23.263
2020/1/17 18:00,274.09,5.487,305,0.98567,23.663
2020/1/17 19:00,196.283,5.012,297,0.987249,24.063
2020/1/17 20:00,304.882,5.665,305,0.987742,23.663
2020/1/17 21:00,1616.37,9.708,340,0.988534,21.863
2020/1/17 22:00,1375.55,9.204,334,0.989622,19.763
2020/1/17 23:00,1146.58,8.64,327,0.990016,19.263
2020/1/18 0:00,1009.07,8.275,331,0.990116,18.563
2020/1/18 1:00,1028.78,8.314,323,0.991104,17.563
2020/1/18 2:00,843.927,7.78,321,0.990315,16.763
2020/1/18 3:00,985.942,8.186,318,0.991697,15.963
2020/1/18 4:00,1236.13,8.828,318,0.991205,15.163
2020/1/18 5:00,1277.76,8.927,319,0.990712,14.163
2020/1/18 6:00,1559.83,9.491,329,0.990417,12.863
2020/1/18 7:00,1849.74,10.054,329,0.990122,11.563
2020/1/18 8:00,1560.85,9.461,329,0.995255,11.363
2020/1/18 9:00,1399.86,9.155,312,0.993576,11.763
2020/1/18 10:00,1474.09,9.313,310,0.992392,12.563
2020/1/18 11:00,1638.59,9.639,306,0.994957,13.563
2020/1/18 12:00,1686.02,9.748,300,0.993574,14.563
2020/1/18 13:00,1680.78,9.748,303,0.993869,15.563
2020/1/18 14:00,1738.57,9.876,305,0.992684,16.463
2020/1/18 15:00,1882.4,10.183,304,0.99298,17.163
2020/1/18 16:00,2228.09,10.964,312,0.992092,17.363
2020/1/18 17:00,2673.12,12.259,322,0.992487,16.563
2020/1/18 18:00,2816.06,12.872,331,0.992785,14.863
2020/1/18 19:00,2910.09,13.485,332,0.993082,13.163
2020/1/18 20:00,2890.95,13.287,337,0.997722,11.863
2020/1/18 21:00,2748.78,12.496,336,0.997921,11.163
2020/1/18 22:00,2711.72,12.328,339,0.997723,10.863
2020/1/18 23:00,2912.33,13.425,348,0.999994,10.163
2020/1/19 0:00,2587.96,11.824,348,0.998316,9.663
2020/1/19 1:00,2344.42,11.132,345,1.00049,9.363
2020/1/19 2:00,2043.53,10.43,341,0.997725,9.163
2020/1/19 3:00,2016.48,10.361,345,0.998909,8.763
2020/1/19 4:00,1596.07,9.481,346,0.999404,8.163
2020/1/19 5:00,1268.08,8.809,343,0.99891,7.563
2020/1/19 6:00,1180.81,8.581,345,0.998517,7.013
2020/1/19 7:00,1093.73,8.354,340,0.998023,6.463
2020/1/19 8:00,1130.06,8.433,344,1.00227,6.263
2020/1/19 9:00,956.144,7.998,337,0.999504,6.463
2020/1/19 10:00,440.72,6.218,335,0.999602,7.163
2020/1/19 11:00,482.837,6.396,339,1.00266,8.163
2020/1/19 12:00,147.438,4.508,332,1.00078,9.363
2020/1/19 13:00,111.563,4.221,330,1.00078,10.463
2020/1/19 14:00,103.26,4.162,340,0.997624,11.363
2020/1/19 15:00,67.6926,3.816,342,0.999005,12.063
2020/1/19 16:00,0,2.58,350,0.99713,12.463
2020/1/19 17:00,0,2.096,11,0.996043,12.563
2020/1/19 18:00,0,2.649,57,0.997525,12.313
2020/1/19 19:00,17.4093,3.203,80,0.999005,12.063
2020/1/19 20:00,70.4986,3.846,84,1.00088,11.663
2020/1/19 21:00,112.848,4.241,66,0.997921,11.563
2020/1/19 22:00,158.807,4.617,68,0.998315,11.563
2020/1/19 23:00,115.67,4.261,73,1.00009,11.563
2020/1/20 0:00,118.116,4.281,76,1.00088,11.663
2020/1/20 1:00,101.113,4.142,77,1.00009,11.763
2020/1/20 2:00,127.118,4.36,83,0.997426,11.863
