Date,WindPower,Wind speed | (m/s),Wind direction | (deg),Pressure | (atm),Air temperature | ('C)
2020/4/19 19:00,1199.48,8.779,111,0.992977,20.263
2020/4/19 20:00,1369.5,9.194,116,0.991003,20.363
2020/4/19 21:00,1398.74,9.244,120,0.993569,20.363
2020/4/19 22:00,1403.28,9.253,117,0.993668,20.363
2020/4/19 23:00,1271.95,8.967,121,0.993174,20.263
2020/4/20 0:00,1274.24,8.977,129,0.991891,20.263
2020/4/20 1:00,1213.22,8.818,127,0.992089,20.263
2020/4/20 2:00,1044.93,8.383,135,0.991003,20.363
2020/4/20 3:00,1013.05,8.304,130,0.990213,20.563
2020/4/20 4:00,1224.43,8.858,121,0.989621,20.663
2020/4/20 5:00,1319.26,9.105,125,0.989226,20.863
2020/4/20 6:00,1469.88,9.412,116,0.98804,21.263
2020/4/20 7:00,1624.93,9.728,122,0.986955,21.663
2020/4/20 8:00,1562.05,9.599,128,0.989521,22.063
2020/4/20 9:00,1774.5,10.015,132,0.992383,22.363
2020/4/20 10:00,1868.77,10.222,127,0.990606,22.463
2020/4/20 11:00,1815.7,10.104,128,0.989916,22.463
2020/4/20 12:00,2310.39,11.25,125,0.988237,22.363
2020/4/20 13:00,2555.48,11.933,126,0.990903,22.163
2020/4/20 14:00,2656.18,12.279,128,0.987843,22.063
2020/4/20 15:00,2714.59,12.546,127,0.986659,21.963
2020/4/20 16:00,2775.78,12.822,125,0.98577,21.763
2020/4/20 17:00,2564.14,11.972,126,0.986461,21.663
2020/4/20 18:00,2423.67,11.577,128,0.986263,22.163
2020/4/20 19:00,2285.41,11.191,131,0.986066,22.663
2020/4/20 20:00,2020.68,10.578,131,0.986954,22.463
2020/4/20 21:00,1714.1,9.906,132,0.989422,22.463
2020/4/20 22:00,1647.65,9.777,135,0.988139,22.363
2020/4/20 23:00,1172.13,8.739,146,0.988731,22.163
2020/4/21 0:00,1212.75,8.848,154,0.987448,22.063
2020/4/21 1:00,1229.9,8.888,153,0.988731,21.963
2020/4/21 2:00,1267.79,8.987,158,0.988337,21.963
2020/4/21 3:00,1104.77,8.561,166,0.988238,22.063
2020/4/21 4:00,721.318,7.444,167,0.986658,22.163
2020/4/21 5:00,749.038,7.533,154,0.986066,22.163
2020/4/21 6:00,922.724,8.097,138,0.985177,22.413
2020/4/21 7:00,1139,8.67,142,0.984387,22.663
2020/4/21 8:00,994.777,8.285,138,0.987645,22.863
2020/4/21 9:00,1132.66,8.65,140,0.987546,23.263
2020/4/21 10:00,1276.27,9.026,126,0.988336,23.263
2020/4/21 11:00,1183.78,8.779,118,0.987842,22.863
2020/4/21 12:00,2201.59,10.984,113,0.986757,22.163
2020/4/21 13:00,2056.9,10.657,114,0.98656,21.963
2020/4/21 14:00,2009.12,10.549,107,0.986559,22.063
2020/4/21 15:00,2310.44,11.25,115,0.987942,22.263
2020/4/21 16:00,2074.07,10.707,117,0.983993,22.263
2020/4/21 17:00,1455.15,9.402,117,0.98498,22.163
2020/4/21 18:00,1658.59,9.807,127,0.985177,22.413
2020/4/21 19:00,1851.37,10.203,135,0.985375,22.663
2020/4/21 20:00,899.286,8.018,145,0.988039,22.863
2020/4/21 21:00,390.358,6.139,142,0.987645,22.763
2020/4/21 22:00,206.902,5.081,131,0.989521,22.663
2020/4/21 23:00,169.105,4.775,144,0.988633,22.563
2020/4/22 0:00,282.289,5.526,152,0.987151,22.463
2020/4/22 1:00,161.034,4.706,164,0.990409,22.563
2020/4/22 2:00,252.562,5.348,172,0.989521,22.563
2020/4/22 3:00,218.945,5.151,164,0.990606,22.663
2020/4/22 4:00,196.183,5.002,162,0.988336,22.663
2020/4/22 5:00,361.333,5.991,158,0.986757,22.563
2020/4/22 6:00,443.797,6.367,135,0.987546,22.313
2020/4/22 7:00,529.121,6.732,127,0.988238,22.063
2020/4/22 8:00,442.241,6.357,121,0.988337,22.063
2020/4/22 9:00,369.248,6.031,118,0.988139,22.263
2020/4/22 10:00,891.97,7.978,100,0.991496,22.063
2020/4/22 11:00,1598.27,9.669,106,0.989126,21.763
2020/4/22 12:00,1417.46,9.313,111,0.987744,21.663
2020/4/22 13:00,1848.74,10.173,120,0.989027,21.663
2020/4/22 14:00,2142.29,10.845,131,0.987448,21.963
2020/4/22 15:00,2031.15,10.598,131,0.987645,22.363
2020/4/22 16:00,2173.02,10.924,135,0.986855,22.563
2020/4/22 17:00,2309.71,11.26,135,0.98577,22.563
2020/4/22 18:00,2361.74,11.399,123,0.986263,22.013
2020/4/22 19:00,2417.01,11.547,130,0.986757,21.463
2020/4/22 20:00,1549.76,9.57,140,0.988929,21.463
2020/4/22 21:00,791.799,7.652,143,0.991397,21.463
2020/4/22 22:00,785.555,7.632,148,0.991693,21.463
2020/4/22 23:00,548.086,6.802,155,0.991298,21.563
2020/4/23 0:00,910.294,8.037,141,0.989718,21.563
2020/4/23 1:00,1007.24,8.294,132,0.991397,21.463
2020/4/23 2:00,1234.88,8.888,143,0.991397,21.463
2020/4/23 3:00,1223.38,8.858,153,0.991397,21.463
2020/4/23 4:00,822.707,7.751,156,0.991397,21.463
2020/4/23 5:00,702.199,7.365,153,0.991101,21.563
2020/4/23 6:00,839.847,7.81,143,0.990509,21.663
2020/4/23 7:00,989.649,8.255,139,0.989916,21.763
2020/4/23 8:00,1300.19,9.066,134,0.991791,22.163
2020/4/23 9:00,1415.32,9.303,133,0.992383,22.563
2020/4/23 10:00,1798.4,10.064,132,0.992975,22.763
2020/4/23 11:00,1890.22,10.272,135,0.991495,22.863
2020/4/23 12:00,2014.54,10.558,134,0.990014,22.863
2020/4/23 13:00,1907.16,10.311,129,0.990606,22.663
2020/4/23 14:00,2463.48,11.666,120,0.991397,21.863
2020/4/23 15:00,2653.4,12.249,127,0.990311,21.363
2020/4/23 16:00,2705.83,12.496,135,0.988139,21.663
2020/4/23 17:00,2606.07,12.081,138,0.98804,21.863
2020/4/23 18:00,2412.81,11.547,139,0.988039,22.763
2020/4/23 19:00,2208.31,11.013,137,0.988039,23.663
2020/4/23 20:00,2468.4,11.705,136,0.989717,23.263
2020/4/23 21:00,2206.68,10.984,147,0.992876,23.063
2020/4/23 22:00,2515.61,11.824,143,0.991199,22.763
2020/4/23 23:00,2683.91,12.397,147,0.991297,22.563
2020/4/24 0:00,2854.5,13.178,150,0.990508,22.363
2020/4/24 1:00,2973.19,14.147,152,0.993963,22.263
2020/4/24 2:00,2907.33,13.613,157,0.991001,22.263
2020/4/24 3:00,2897.82,13.534,162,0.990014,22.163
2020/4/24 4:00,2715.97,12.546,163,0.989126,22.263
2020/4/24 5:00,2514.11,11.824,158,0.988534,22.063
2020/4/24 6:00,2536.07,11.893,163,0.988138,22.463
2020/4/24 7:00,2561.27,11.972,152,0.987645,22.863
2020/4/24 8:00,2331.98,11.32,145,0.989421,23.163
2020/4/24 9:00,2294.86,11.211,140,0.989224,23.063
2020/4/24 10:00,2433.17,11.596,129,0.99031,22.763
2020/4/24 11:00,2800.95,12.921,127,0.989323,21.763
2020/4/24 12:00,2879.42,13.386,132,0.987942,21.663
2020/4/24 13:00,2837.21,13.089,131,0.987744,21.663
2020/4/24 14:00,2961.87,14.078,134,0.986067,21.563
2020/4/24 15:00,2984.74,14.552,137,0.986461,21.663
2020/4/24 16:00,2979.58,14.394,139,0.984783,21.863
2020/4/24 17:00,2980.8,14.434,130,0.984783,21.763
2020/4/24 18:00,2976.86,14.305,126,0.985375,22.263
2020/4/24 19:00,2970.21,14.167,126,0.985967,22.763
2020/4/24 20:00,2899.96,13.564,124,0.989323,22.563
2020/4/24 21:00,2748.18,12.684,128,0.991495,22.463
2020/4/24 22:00,2853.52,13.178,139,0.989027,22.463
2020/4/24 23:00,2891.73,13.485,144,0.991001,22.363
2020/4/25 0:00,2900.46,13.574,152,0.987053,22.263
2020/4/25 1:00,2512.67,11.814,157,0.990606,22.263
2020/4/25 2:00,2707.19,12.506,166,0.989225,22.263
2020/4/25 3:00,2644.63,12.229,171,0.988337,22.363
2020/4/25 4:00,2318.25,11.28,169,0.986559,22.463
2020/4/25 5:00,1743.96,9.975,169,0.986263,22.563
2020/4/25 6:00,1263.33,8.987,152,0.987842,22.663
2020/4/25 7:00,897.616,8.008,154,0.989422,22.763
2020/4/25 8:00,1135.58,8.65,146,0.988829,22.863
2020/4/25 9:00,1797.34,10.074,138,0.989027,22.563
2020/4/25 10:00,1375.01,9.234,133,0.989915,22.963
2020/4/25 11:00,1932.34,10.361,132,0.99258,22.663
2020/4/25 12:00,2458.4,11.666,128,0.988731,22.163
2020/4/25 13:00,2581.56,12.012,118,0.986659,21.263
2020/4/25 14:00,2556.04,11.933,121,0.987942,21.163
2020/4/25 15:00,2329.46,11.29,116,0.988139,21.263
2020/4/25 16:00,1932.67,10.371,115,0.985573,21.363
2020/4/25 17:00,1955.37,10.43,121,0.984388,21.663
2020/4/25 18:00,2104.01,10.766,127,0.986658,22.413
2020/4/25 19:00,2252.64,11.102,114,0.988928,23.163
2020/4/25 20:00,2152.44,10.865,120,0.991593,22.963
2020/4/25 21:00,2146.22,10.855,117,0.989817,22.763
2020/4/25 22:00,1539.11,9.56,121,0.989916,22.563
2020/4/25 23:00,905.344,8.018,128,0.993568,22.363
2020/4/26 0:00,1315.71,9.105,137,0.991297,22.163
2020/4/26 1:00,620.135,7.108,140,0.991199,22.163
2020/4/26 2:00,391.476,6.129,137,0.992877,22.163
2020/4/26 3:00,0,2.116,162,0.991397,21.463
2020/4/26 4:00,0,2.847,81,0.990509,21.663
2020/4/26 5:00,15.2422,3.223,84,0.989323,21.863
2020/4/26 6:00,244.488,5.289,42,0.990706,20.963
2020/4/26 7:00,700.209,7.345,45,0.992188,20.063
2020/4/26 8:00,406.975,6.179,26,0.994557,20.263
2020/4/26 9:00,212.445,5.091,18,0.995148,20.663
2020/4/26 10:00,330.056,5.783,48,0.993964,20.963
2020/4/26 11:00,1304.39,9.046,75,0.99436,20.063
2020/4/26 12:00,1274.04,8.967,82,0.992781,19.663
2020/4/26 13:00,719.612,7.405,73,0.99199,19.763
2020/4/26 14:00,820.367,7.731,83,0.990806,19.863
2020/4/26 15:00,545.99,6.782,91,0.990707,19.863
2020/4/26 16:00,516.483,6.663,98,0.987943,20.063
2020/4/26 17:00,454.49,6.396,96,0.987548,20.163
2020/4/26 18:00,537.697,6.762,101,0.988633,21.263
2020/4/26 19:00,624.691,7.128,93,0.989718,22.363
2020/4/26 20:00,684.398,7.316,96,0.991495,22.463
2020/4/26 21:00,890.846,7.978,115,0.990804,22.463
2020/4/26 22:00,718.39,7.425,121,0.991791,22.663
2020/4/26 23:00,655.507,7.227,147,0.991001,22.763
2020/4/27 0:00,575.22,6.93,141,0.990804,22.763
2020/4/27 1:00,421.827,6.268,135,0.990409,22.663
2020/4/27 2:00,348.835,5.902,105,0.98893,20.863
2020/4/27 3:00,165.338,4.735,125,0.989818,21.063
2020/4/27 4:00,215.332,5.121,137,0.989917,21.163
2020/4/27 5:00,388.314,6.12,141,0.987942,21.363
2020/4/27 6:00,344.914,5.882,125,0.989127,21.363
2020/4/27 7:00,303.097,5.635,104,0.990311,21.363
2020/4/27 8:00,1062.45,8.443,143,0.991002,21.863
2020/4/27 9:00,899.804,8.008,140,0.991692,22.663
2020/4/27 10:00,812.618,7.741,135,0.98952,23.463
2020/4/27 11:00,1501.64,9.481,132,0.991889,22.963
2020/4/27 12:00,297.218,5.605,128,0.992679,22.763
2020/4/27 13:00,2989.03,14.592,33,0.99367,17.763
2020/4/27 14:00,433.816,6.288,56,0.992485,18.763
2020/4/27 15:00,580.471,6.93,37,0.992977,20.463
2020/4/27 16:00,464.089,6.436,29,0.991594,20.963
2020/4/27 17:00,554.795,6.831,13,0.991693,21.563
2020/4/27 18:00,771.298,7.573,14,0.992582,20.263
2020/4/27 19:00,1026.31,8.314,5,0.993571,18.963
2020/4/27 20:00,2017.92,10.499,1,0.995348,18.863
2020/4/27 21:00,817.062,7.691,341,0.998803,18.863
2020/4/27 22:00,2261.45,11.033,340,0.999198,18.963
2020/4/27 23:00,1925.11,10.272,329,1.00009,18.663
2020/4/28 0:00,1901.2,10.222,328,0.998013,18.363
2020/4/28 1:00,1860.98,10.123,334,1.00028,18.263
2020/4/28 2:00,2283.44,11.082,346,0.998507,18.163
2020/4/28 3:00,2352,11.27,358,0.999889,18.163
2020/4/28 4:00,2866.06,13.139,10,0.999594,16.063
2020/4/28 5:00,1549.57,9.451,7,0.999103,13.563
2020/4/28 6:00,1308.39,8.967,359,1.00187,13.613
2020/4/28 7:00,1126.91,8.492,7,1.00463,13.663
2020/4/28 8:00,200.068,4.963,21,1.00295,14.463
2020/4/28 9:00,210.224,5.032,357,1.00364,14.963
2020/4/28 10:00,163.694,4.676,347,1.00068,15.863
2020/4/28 11:00,42.2202,3.519,354,1.00404,17.063
2020/4/28 12:00,0,1.424,351,1.00088,18.363
2020/4/28 13:00,0,2.818,14,1.00058,19.063
2020/4/28 14:00,47.5008,3.599,68,0.998507,18.963
2020/4/28 15:00,301.046,5.586,94,0.998803,18.063
2020/4/28 16:00,457.686,6.367,108,0.998014,17.163
2020/4/28 17:00,335.706,5.783,113,0.996633,16.763
2020/4/28 18:00,193.549,4.933,117,0.996139,16.563
2020/4/28 19:00,89.106,4.073,125,0.995646,16.363
2020/4/28 20:00,78.0499,3.964,127,0.9992,16.863
2020/4/28 21:00,0,2.481,133,1.00068,17.463
2020/4/28 22:00,0,1.117,104,0.999296,18.163
2020/4/28 23:00,0,1.404,161,1.00137,18.563
2020/4/29 0:00,0,2.145,181,1.00038,18.663
2020/4/29 1:00,0,2.837,195,1.00088,18.263
2020/4/29 2:00,115.422,4.291,198,0.998606,17.663
2020/4/29 3:00,202.318,5.002,201,0.998903,16.863
2020/4/29 4:00,95.8538,4.123,203,0.997917,15.963
2020/4/29 5:00,0,2.956,209,0.997918,15.263
2020/4/29 6:00,0,2.916,244,0.998509,15.963
2020/4/29 7:00,0,2.877,231,0.999101,16.663
2020/4/29 8:00,29.0565,3.361,233,0.999989,16.463
2020/4/29 9:00,51.4164,3.638,232,0.999496,17.063
2020/4/29 10:00,0,1.186,178,0.999198,18.863
2020/4/29 11:00,18.4337,3.243,124,1.00008,19.763
2020/4/29 12:00,92.1141,4.113,120,0.996827,20.063
2020/4/29 13:00,445.795,6.337,105,0.997716,19.963
2020/4/29 14:00,857.835,7.83,102,0.997025,19.363
2020/4/29 15:00,901.994,7.968,105,0.996729,18.963
2020/4/29 16:00,1064.86,8.413,111,0.99367,18.863
2020/4/29 17:00,1129.48,8.581,120,0.99367,18.963
2020/4/29 18:00,1406.87,9.253,130,0.992978,19.513
2020/4/29 19:00,1742.57,9.926,136,0.992286,20.063
2020/4/29 20:00,1635.76,9.708,136,0.99357,19.863
2020/4/29 21:00,1736.32,9.896,138,0.996236,19.663
2020/4/29 22:00,1359.02,9.155,142,0.994557,19.663
2020/4/29 23:00,1874.6,10.183,144,0.996038,19.563
2020/4/30 0:00,2037.1,10.558,156,0.992879,19.463
2020/4/30 1:00,1508.35,9.451,160,0.993373,19.363
2020/4/30 2:00,1493.69,9.422,164,0.992781,19.363
2020/4/30 3:00,1578.5,9.599,156,0.991201,19.563
2020/4/30 4:00,1745.59,9.936,143,0.990411,19.863
2020/4/30 5:00,1695.64,9.837,142,0.990312,20.063
2020/4/30 6:00,1720.7,9.896,141,0.989127,20.313
2020/4/30 7:00,1752.05,9.965,142,0.987943,20.563
2020/4/30 8:00,2039.3,10.598,144,0.988436,21.063
2020/4/30 9:00,1957.92,10.41,137,0.990706,21.363
2020/4/30 10:00,2539.16,11.873,129,0.991298,21.263
2020/4/30 11:00,2800.76,12.911,129,0.988732,20.963
2020/4/30 12:00,2920.42,13.712,130,0.988041,20.863
2020/4/30 13:00,2874.02,13.327,129,0.989522,20.963
2020/4/30 14:00,2808.64,12.951,128,0.988041,21.063
2020/4/30 15:00,2900.81,13.554,129,0.987646,21.063
2020/4/30 16:00,2876.13,13.366,135,0.984981,21.263
2020/4/30 17:00,2523.84,11.844,97,0.98735,21.163
2020/4/30 18:00,2627.59,12.16,108,0.986757,22.463
2020/4/30 19:00,2693.1,12.476,100,0.986262,23.763
2020/4/30 20:00,2977.5,14.345,101,0.987841,23.963
2020/4/30 21:00,2833.42,13.099,99,0.989816,24.063
2020/4/30 22:00,2977.95,14.345,102,0.991198,24.063
2020/4/30 23:00,2893.19,13.534,103,0.988236,23.963
2020/5/1 0:00,2706.97,12.546,102,0.985867,24.163
2020/5/1 1:00,2782.55,12.882,110,0.987545,24.263
2020/5/1 2:00,2454.11,11.676,111,0.988433,23.763
2020/5/1 3:00,1925.73,10.361,114,0.988632,22.763
2020/5/1 4:00,2309.13,11.25,127,0.988434,22.863
2020/5/1 5:00,2078.82,10.707,123,0.988237,22.463
2020/5/1 6:00,2338.99,11.33,116,0.988238,22.263
2020/5/1 7:00,2561.44,11.962,102,0.988139,22.063
2020/5/1 8:00,2998.4,15.007,104,0.989026,22.863
2020/5/1 9:00,3004.01,15.432,108,0.990112,23.363
2020/5/1 10:00,2987.33,14.632,113,0.992087,23.063
2020/5/1 11:00,3004.01,15.205,111,0.989125,22.963
2020/5/1 12:00,2944.22,13.939,104,0.988039,22.863
2020/5/1 13:00,2970.44,14.157,106,0.989026,22.863
2020/5/1 14:00,2964.55,14.108,111,0.987941,22.763
2020/5/1 15:00,2889.61,13.485,114,0.987645,22.563
2020/5/1 16:00,2816.6,13.01,119,0.986954,22.563
2020/5/1 17:00,2464.24,11.695,119,0.98725,22.663
2020/5/1 18:00,2634.08,12.19,117,0.986757,22.663
2020/5/1 19:00,2742.59,12.684,116,0.986263,22.663
2020/5/1 20:00,2334.54,11.33,127,0.987447,22.863
2020/5/1 21:00,2079.37,10.697,125,0.992087,22.863
2020/5/1 22:00,2535.94,11.893,133,0.989717,22.963
2020/5/1 23:00,2237.02,11.063,136,0.98952,22.963
2020/5/2 0:00,2230.97,11.053,133,0.98873,22.963
2020/5/2 1:00,2097.53,10.746,129,0.990211,22.963
2020/5/2 2:00,2068.75,10.687,136,0.988533,22.963
2020/5/2 3:00,2247.9,11.092,137,0.988434,23.063
2020/5/2 4:00,2399.62,11.517,135,0.987447,23.163
2020/5/2 5:00,2497,11.794,133,0.986757,23.163
2020/5/2 6:00,2259.86,11.122,130,0.987743,22.963
2020/5/2 7:00,1965.42,10.45,136,0.988829,22.763
2020/5/2 8:00,1871.48,10.232,127,0.989817,22.563
2020/5/2 9:00,2109.45,10.776,125,0.989026,22.863
2020/5/2 10:00,1804.16,10.094,123,0.988138,22.863
2020/5/2 11:00,1694.52,9.856,115,0.990409,21.763
2020/5/2 12:00,1473.54,9.431,130,0.988039,22.363
2020/5/2 13:00,1371.93,9.234,139,0.98873,23.063
2020/5/2 14:00,1293.72,9.066,130,0.990309,23.463
2020/5/2 15:00,1972.11,10.469,117,0.988928,22.963
2020/5/2 16:00,2170.46,10.914,123,0.986658,22.163
2020/5/2 17:00,1977.99,10.479,132,0.986559,22.163
2020/5/2 18:00,1780.5,10.044,124,0.987349,22.163
2020/5/2 19:00,1564.28,9.609,122,0.988139,22.163
2020/5/2 20:00,1378.8,9.234,128,0.990113,22.163
2020/5/2 21:00,1020.21,8.344,134,0.989323,22.563
2020/5/2 22:00,1098.72,8.552,122,0.989717,22.963
2020/5/2 23:00,807.101,7.711,127,0.990903,22.463
2020/5/3 0:00,1343.24,9.164,131,0.990705,22.463
2020/5/3 1:00,1309.29,9.105,141,0.988632,22.863
2020/5/3 2:00,1616.05,9.718,144,0.989322,23.163
2020/5/3 3:00,1207.22,8.838,148,0.990013,23.463
2020/5/3 4:00,1060.28,8.463,152,0.988335,23.763
2020/5/3 5:00,934.345,8.136,145,0.987644,23.863
2020/5/3 6:00,905.166,8.047,152,0.988335,23.863
2020/5/3 7:00,878.727,7.958,154,0.989125,23.863
2020/5/3 8:00,1200.17,8.828,146,0.988336,23.463
2020/5/3 9:00,751.153,7.553,148,0.988137,24.163
2020/5/3 10:00,1200.35,8.838,134,0.986262,23.963
2020/5/3 11:00,1142.36,8.69,137,0.987544,24.763
2020/5/3 12:00,2088.08,10.756,133,0.987347,24.763
2020/5/3 13:00,2362.45,11.438,139,0.986162,24.863
2020/5/3 14:00,2553.55,11.992,141,0.984583,25.063
2020/5/3 15:00,2371.5,11.478,143,0.984484,25.463
2020/5/3 16:00,2738.72,12.714,135,0.983497,25.163
2020/5/3 17:00,2884.22,13.495,136,0.982412,24.563
2020/5/3 18:00,2853.44,13.238,130,0.982016,24.513
2020/5/3 19:00,2798.5,12.981,137,0.981622,24.463
2020/5/3 20:00,2776.65,12.882,136,0.982016,24.663
2020/5/3 21:00,2596.14,12.12,138,0.982016,24.763
2020/5/3 22:00,1568.41,9.659,140,0.984287,24.863
2020/5/3 23:00,1992.57,10.558,143,0.982707,24.863
2020/5/4 0:00,2546.87,11.982,159,0.982016,24.963
2020/5/4 1:00,2679.62,12.457,173,0.980931,25.163
2020/5/4 2:00,2456.29,11.735,178,0.980732,25.463
2020/5/4 3:00,2304.12,11.3,178,0.980535,25.563
2020/5/4 4:00,2520.38,11.923,169,0.979548,25.463
2020/5/4 5:00,2723.55,12.674,180,0.978462,25.663
2020/5/4 6:00,2819.32,13.109,185,0.978068,25.563
2020/5/4 7:00,2884.73,13.534,192,0.977673,25.463
2020/5/4 8:00,2495.02,11.863,200,0.981027,26.863
2020/5/4 9:00,1646.96,9.876,227,0.97777,28.363
2020/5/4 10:00,449.423,6.456,256,0.980631,29.463
2020/5/4 11:00,240.578,5.339,269,0.980433,30.163
2020/5/4 12:00,173.143,4.874,257,0.977174,31.063
2020/5/4 13:00,267.666,5.516,267,0.977471,31.963
2020/5/4 14:00,31.4628,3.48,259,0.97747,32.963
2020/5/4 15:00,0,2.244,165,0.976088,32.963
2020/5/4 16:00,670.236,7.365,138,0.975794,29.263
2020/5/4 17:00,2171.86,11.003,142,0.974514,25.463
2020/5/4 18:00,2306.62,11.32,143,0.9756,24.913
2020/5/4 19:00,2424.55,11.646,153,0.976686,24.363
2020/5/4 20:00,1553.6,9.659,159,0.9756,24.963
2020/5/4 21:00,1785.21,10.123,169,0.976982,25.263
2020/5/4 22:00,1429.28,9.402,181,0.979055,25.263
2020/5/4 23:00,1976.37,10.539,188,0.979449,25.163
2020/5/5 0:00,1750,10.044,200,0.978265,25.063
2020/5/5 1:00,451.735,6.446,208,0.977772,25.563
2020/5/5 2:00,101.162,4.241,204,0.978956,25.863
2020/5/5 3:00,77.5021,4.024,207,0.98014,25.963
2020/5/5 4:00,130.179,4.478,239,0.979648,24.963
2020/5/5 5:00,120.121,4.399,227,0.976587,25.063
2020/5/5 6:00,284.132,5.576,209,0.97629,25.463
2020/5/5 7:00,520.64,6.752,249,0.975994,25.863
2020/5/5 8:00,754.383,7.602,292,0.978068,25.663
2020/5/5 9:00,348.145,5.961,319,0.976784,26.663
2020/5/5 10:00,932.268,8.206,337,0.977472,29.063
2020/5/5 11:00,914.187,8.166,6,0.977866,30.863
2020/5/5 12:00,667.059,7.345,46,0.978361,28.863
2020/5/5 13:00,299.864,5.675,56,0.978363,27.063
2020/5/5 14:00,95.261,4.202,53,0.978658,28.063
2020/5/5 15:00,0,2.264,50,0.980532,29.563
2020/5/5 16:00,0,1.73,357,0.978064,31.163
2020/5/5 17:00,0,2.363,24,0.976681,31.063
2020/5/5 18:00,53.082,3.727,97,0.978066,27.113
2020/5/5 19:00,203.506,5.081,100,0.979451,23.163
2020/5/5 20:00,278.565,5.516,124,0.983795,23.363
2020/5/5 21:00,7.81064,3.144,136,0.982807,23.563
2020/5/5 22:00,0,1.938,136,0.983992,23.663
2020/5/5 23:00,0,2.046,220,0.986854,23.763
2020/5/6 0:00,145.302,4.587,232,0.985176,23.363
2020/5/6 1:00,156.343,4.676,233,0.987053,23.263
2020/5/6 2:00,326.179,5.793,225,0.986558,23.763
2020/5/6 3:00,187.994,4.943,240,0.987841,24.263
2020/5/6 4:00,256.499,5.388,242,0.986854,24.563
2020/5/6 5:00,1260.21,8.977,353,0.986164,22.163
2020/5/6 6:00,1292.56,9.056,34,0.987843,22.113
2020/5/6 7:00,1328.59,9.135,30,0.989521,22.063
2020/5/6 8:00,957.923,8.176,37,0.989027,21.863
2020/5/6 9:00,1060.11,8.443,34,0.990014,21.963
2020/5/6 10:00,577.365,6.94,33,0.990014,22.563
2020/5/6 11:00,576.875,6.94,38,0.990113,22.863
2020/5/6 12:00,473.348,6.495,41,0.990211,23.163
2020/5/6 13:00,807.762,7.721,49,0.989717,23.163
2020/5/6 14:00,585.648,6.98,65,0.988829,22.763
2020/5/6 15:00,341.535,5.872,85,0.987743,22.463
2020/5/6 16:00,253.863,5.358,86,0.987743,22.363
2020/5/6 17:00,333.178,5.823,82,0.986757,22.363
2020/5/6 18:00,278.579,5.507,57,0.988336,23.263
2020/5/6 19:00,222.421,5.18,78,0.989914,24.163
2020/5/6 20:00,163.092,4.735,93,0.98794,24.063
2020/5/6 21:00,362.449,6.001,92,0.989717,23.963
2020/5/6 22:00,513.963,6.673,122,0.991395,23.863
2020/5/6 23:00,298.746,5.625,121,0.990507,23.863
2020/5/7 0:00,200.244,5.042,135,0.988335,23.763
2020/5/7 1:00,222.829,5.18,121,0.989619,23.663
2020/5/7 2:00,256.843,5.378,110,0.989816,23.463
2020/5/7 3:00,233.315,5.24,132,0.989915,23.463
2020/5/7 4:00,78.4781,4.014,117,0.988138,23.463
2020/5/7 5:00,0,2.323,103,0.990013,23.363
2020/5/7 6:00,0,1.809,104,0.989915,23.063
2020/5/7 7:00,0,1.295,112,0.989817,22.763
2020/5/7 8:00,0,2.373,112,0.990211,23.463
2020/5/7 9:00,2.00323,3.065,87,0.991099,24.063
2020/5/7 10:00,195.421,5.002,87,0.989914,24.263
2020/5/7 11:00,500.936,6.614,89,0.992283,23.763
2020/5/7 12:00,512.282,6.663,89,0.991,23.363
2020/5/7 13:00,729.443,7.464,87,0.992087,23.063
2020/5/7 14:00,649.334,7.207,93,0.990606,22.863
2020/5/7 15:00,923.635,8.087,91,0.991297,22.863
2020/5/7 16:00,917.624,8.077,93,0.988336,22.963
2020/5/7 17:00,830.684,7.8,94,0.987151,22.863
2020/5/7 18:00,747.578,7.533,84,0.988138,23.263
2020/5/7 19:00,667.584,7.276,92,0.989026,23.663
2020/5/7 20:00,986.609,8.265,98,0.989224,23.663
2020/5/7 21:00,1201.72,8.828,105,0.990211,23.563
2020/5/7 22:00,1388.52,9.263,108,0.991691,23.563
2020/5/7 23:00,2255.49,11.112,118,0.990112,23.663
2020/5/8 0:00,2111.32,10.786,132,0.990704,23.763
2020/5/8 1:00,1994.83,10.519,135,0.99179,23.863
2020/5/8 2:00,2020.93,10.578,128,0.991888,24.063
2020/5/8 3:00,1791.94,10.074,127,0.991198,24.163
2020/5/8 4:00,1629.48,9.758,132,0.988927,24.163
2020/5/8 5:00,1021.68,8.364,138,0.989223,24.163
2020/5/8 6:00,368.59,6.04,135,0.988433,24.213
2020/5/8 7:00,55.0061,3.727,132,0.987644,24.263
2020/5/8 8:00,175.35,4.834,90,0.988829,23.763
2020/5/8 9:00,653.594,7.187,119,0.993866,19.463
2020/5/8 10:00,156.78,4.656,116,0.993372,20.663
2020/5/8 11:00,163.389,4.716,99,0.993075,21.563
2020/5/8 12:00,292.164,5.576,89,0.990014,22.063
2020/5/8 13:00,680.099,7.306,84,0.98962,22.363
2020/5/8 14:00,815.685,7.741,81,0.989916,22.463
2020/5/8 15:00,892.673,7.988,80,0.99031,22.463
2020/5/8 16:00,1094.74,8.542,85,0.988237,22.563
2020/5/8 17:00,1106.8,8.581,94,0.986658,22.863
2020/5/8 18:00,744.075,7.523,93,0.986954,23.113
2020/5/8 19:00,466.934,6.475,85,0.987349,23.363
